purchase_freq_month,avg_basket_usd,time_on_site_min,discount_sensitivity,returns_rate,noise_gauss,noise_uniform
11.152508210787545,181.30083391984604,33.56403569685912,1.0,0.8,-1.806578022582721,-2.5169049427952737
12.05345138939527,178.63727218703323,35.43208115984477,0.7849736585263329,0.0,0.6451289099528217,2.1154601538819513
2.2030063199423315,450.1852984993201,7.030757266387187,0.8982969813922822,0.0,-0.04740615565353204,-0.7241727881154265
4.233313664258909,89.00634193202802,10.834453163543014,0.0,0.8,0.9016999393447553,-2.9740257564879267
1.7167989728067037,449.77398218350186,7.254548167000436,0.0,0.0032785999416231892,0.38601327115749356,2.4245215968920935
12.596679674010863,179.1976899215038,35.40225615034581,0.4764593009094944,0.8,-0.16853915216420742,0.6443656176725927
1.8931871994485596,450.2558281113787,7.634760127370495,0.11712425021071285,0.0,0.3592367889211445,-1.1407333196489102
3.338033102848784,450.0677322435028,6.64936258176179,0.7317519394826231,0.8,-0.33494511655113257,2.1813383536504567
4.359937445246233,88.2339226963134,10.130213292830206,0.0,0.0,-1.299654890346596,0.26050020269284646
2.2732618459128333,448.62022585944294,4.22911698410461,0.5563662107708635,0.8,1.7937555836110277,-2.7036421156647847
1.9681306921069275,452.2843864545399,5.34156945017266,1.0,0.0,0.49897321094706976,2.816414219742157
11.764522907430566,179.9095793252096,34.844841629989055,1.0,0.0,0.1436292223344759,2.344273622164727
4.975144744872237,90.24102362266981,10.365179654510092,0.0,0.0,-0.5680201816486038,0.9495218174416293
5.628623866914931,91.69276335760505,10.07172021511748,0.0,0.8,-0.5715419555474941,0.697897941440305
3.885469194751514,89.50561143033026,11.135165035778064,0.0,0.0,1.812597136683181,-2.6745946067170023
5.8872648361953175,90.9819915067007,9.74636716795442,0.0,0.016396306224412842,-0.1368426464828987,1.7888642815730913
12.332449058232855,180.90266624493682,34.83309802522772,0.12982644911346153,0.0,-0.041209522214680286,1.5607962494717498
11.902699889654384,180.612134752635,34.51917605734443,1.0,0.0,-0.47499482738546606,-0.8643009027088082
0.6595995051043677,449.80592604879433,6.91069659024082,0.0,0.0,0.8506439108483538,-1.2793996985519471
5.578650285642077,90.62599589716962,8.630893175942399,0.3603414012661671,0.7868614537929475,0.39337162499840284,0.09666385235890163
3.365687512341993,90.56824549489635,9.973175724856837,0.479442492458672,0.10099390558385865,-0.9583139060124043,0.822665094129003
11.789563504395971,180.09071633179676,36.1001335836967,0.36090493614434715,0.22437544563699052,-0.7427869547656741,-0.5355511787783866
1.6614166721605708,450.4780303727695,5.547402180160309,0.0,0.14035053382649756,-0.49943867585091256,0.38423279642677954
2.0511360386104442,450.10561534285733,5.321320664118992,0.0,0.8,1.1882998114164756,1.632366377367644
4.564591775289968,90.3442266838846,10.229368602876086,0.0,0.0,1.2189158042159922,-0.20311626758926415
9.744941086398242,178.0910373204126,35.26166373835169,0.0,0.8,0.8666492879299849,0.028929303390515138
1.919143599005729,450.31884049966555,4.119035342250414,0.0,0.0,0.6548630849716487,0.04134284583900083
12.370888166533405,179.83171052950567,33.91783963978688,0.7626451858265693,0.08943809910429042,-1.2329508614266433,-0.2685767762807396
9.947044600571271,180.00709473606034,36.39152637387712,0.0,0.0,-1.793822156207981,1.130915343262953
6.695809753865548,90.82824762449782,10.379906651968913,0.6274644015456117,0.8,-1.16904025740825,2.8715111988570463
2.6785912236670653,450.771615663944,4.845842033200933,0.0,0.012238733675017599,-0.4930463938008498,-1.40327064650252
1.5897970764261105,451.4702692997562,6.550924524829099,0.0,0.08416782307487136,0.42434516014563434,-0.8784240570953754
2.0194272221382072,451.7892845882221,6.086883280144377,0.9408532339769408,0.0,-0.14366019609881736,0.8291472727438958
4.810870477634939,89.79349008495645,9.218695904836752,1.0,0.0,-0.17319903963529334,-0.03913001198473953
5.012252258154737,91.20927454648637,9.88205658336783,0.0,0.8,-0.9702458685962109,2.4488912904186924
2.914404329536011,90.24477631749147,8.83854216018282,0.0,0.3509835797896407,-2.5725997425295635,-1.1659769086547023
11.611792713472056,179.28690417713256,35.54863096823249,1.0,0.7272450569008437,-0.47988755857558724,-2.2663846895552764
12.296657697768106,180.91214265943216,36.990670887925425,0.0,0.8,2.076293249965512,1.6285947755649524
2.43829612099345,449.3525785791645,6.152364075549233,0.0,0.8,-0.02813341879247777,-1.9313715943742016
5.915142906440974,90.27807965869613,11.440522460901674,1.0,0.621601804826516,0.738135593313482,1.170408264931143
4.814302909386431,90.613242364139,10.695636658672095,1.0,0.0,-0.5146193212005454,-2.874780192673503
5.1277361853553876,91.3824377505834,9.565395500281198,0.0,0.0,0.4652410350108474,-0.20798062882903645
1.842165656529576,450.18713824892615,6.433123030153031,0.0,0.0,-0.04312097328192317,0.44824381066778063
10.684108588746549,182.22160645888195,34.60934602445499,0.9844118634134231,0.0,0.7896976860444387,1.4468234015708346
3.2844473636421583,88.25879402489694,9.937836584213775,0.0,0.0,0.6712824530571758,-1.3277886918713242
6.275563620407037,90.5579378290089,10.082124678853413,0.0,0.0,-1.055231515908019,-0.6077327057619639
10.881406761923973,179.11201570552933,34.831614630093426,0.0,0.0,-1.083263906220334,-0.031268085639583276
3.967813339454369,89.52014877787624,10.68909764259958,1.0,0.0,2.0806836292555286,0.11139441280104379
10.392651265033521,179.34243575248212,36.13323748804872,0.0,0.3206404271927471,-0.08483789443576444,2.127381645953574
11.549366185993508,180.75546179562787,36.43317623047356,1.0,0.0,-1.453603428993213,-1.6584542002826586
4.447569933018264,88.87829447229466,8.91326673771145,0.07731280756126022,0.0,-0.058430319081745855,-1.9020143734965227
2.3070784277416423,449.24060772305563,5.434356747949914,1.0,0.8,0.7631237604702044,1.9083523722600306
3.8081452791416956,87.78310487607634,10.391074674594348,1.0,0.0,-0.2367349664879515,-0.22025178616044183
0.4935905023497822,449.52089374961884,5.702297905555736,0.0,0.0,-0.4406134372133095,0.3306453453209177
0.5609488800774469,451.6848146010024,5.386477710545659,0.0,0.0,0.07673055450689145,2.2584143373728924
13.784950376089913,181.29245525991197,33.46008014960838,0.0,0.0,0.7082420686617588,-1.8704255599408817
